longitude,latitude,station,value,area,purpose,height,color,areatype,datatype
139.61734,35.73768,練馬高野台・530,4.5,480,店舗兼駐車場,20.3,6,business,rate
139.59053,35.72438,上石神井・180,4.2,63,店舗兼共同住宅,17.2,6,business,rate
139.65663,35.75841,平和台・210,4.0,84,店舗兼共同住宅,16.3,6,business,rate
139.66417,35.73415,新江古田・600,5.3,416,共同住宅,27.7,6,business,rate
139.64937,35.74258,都営豊島園（近接）,4.8,122,店舗兼共同住宅,23.2,6,business,rate
139.66666,35.76512,東武練馬・450,4.6,63,店舗兼住宅,21.4,6,business,rate
139.76588,35.76323,扇大橋・310,4.1,101,住宅,16.8,6,residence,rate
139.80724,35.78446,六町・1400,3.5,151,住宅,12.4,5,residence,rate
139.79454,35.78299,西新井・870,3.5,148,住宅,12.4,5,residence,rate
139.84193,35.77329,亀有・1100,5.2,132,住宅,26.8,6,residence,rate
139.82875,35.78864,北綾瀬・1600,5.0,100,住宅,24.7,6,residence,rate
139.81824,35.78626,六町・500,4.2,133,住宅,17.7,6,residence,rate
139.82112,35.77163,青井・310,4.3,107,住宅,18.2,6,residence,rate
139.80467,35.75627,北千住・560,5.9,87,住宅,35.2,6,residence,rate
139.85533,35.76915,亀有・620,4.1,179,共同住宅,16.8,6,residence,rate
139.82201,35.75885,綾瀬・360,5.9,135,住宅,35.0,6,residence,rate
139.79852,35.74978,北千住・750,5.6,138,取壊中,30.9,6,residence,rate
139.82712,35.76474,綾瀬・420,8.3,486,住宅,69.4,7,residence,rate
139.75859,35.78477,西新井大師西・1200,3.3,99,住宅,11.1,5,residence,rate
139.79674,35.79094,竹ノ塚・850,4.4,205,住宅,19.8,6,residence,rate
139.79192,35.80154,竹ノ塚・690,5.2,192,住宅,27.3,6,residence,rate
139.81367,35.79300,六町・1500,3.3,165,住宅,10.7,5,residence,rate
139.80067,35.76955,梅島・800,4.0,116,住宅,16.2,6,residence,rate
139.82707,35.77960,北綾瀬・650,5.2,201,住宅,27.3,6,residence,rate
139.77612,35.78053,大師前・540,5.2,122,住宅,27.0,6,residence,rate
139.77321,35.80733,舎人・420,4.7,131,住宅,22.1,6,residence,rate
139.77936,35.77579,大師前・430,4.0,92,住宅,15.7,5,residence,rate
139.78413,35.79713,竹ノ塚・680,5.6,153,住宅,31.5,6,residence,rate
139.79489,35.77581,梅島・430,4.3,69,住宅,18.5,6,residence,rate
139.81944,35.79761,六町・1500,2.8,125,住宅,8.0,5,residence,rate
139.78139,35.78170,大師前・430,4.8,110,住宅,22.8,6,residence,rate
139.79964,35.80051,竹ノ塚・1300,3.1,60,住宅,9.7,5,residence,rate
139.81026,35.75158,北千住・650,7.0,100,住宅,49.5,7,residence,rate
139.78374,35.76758,西新井・1400,4.1,115,住宅,17.0,6,residence,rate
139.80054,35.74498,北千住・510,5.9,117,店舗兼住宅,35.4,6,business,rate
139.79344,35.79451,竹ノ塚・250,6.1,132,店舗兼事務所,36.6,6,business,rate
139.78078,35.76562,扇大橋・1200,4.3,131,店舗兼共同住宅,18.8,6,business,rate
139.80362,35.75103,北千住・300,10.8,148,店舗兼住宅,116.9,8,business,rate
139.80661,35.75194,北千住・250,10.7,122,店舗、事務所兼住宅等,114.1,8,business,rate
139.80067,35.76955,梅島・150,8.5,80,店舗兼住宅,71.6,7,business,rate
139.78871,35.77174,西新井・700,3.4,85,店舗兼住宅,11.9,5,business,rate
139.82201,35.75885,綾瀬・110,6.5,146,店舗兼住宅,42.0,6,business,rate
139.75667,35.76138,小台・1300,4.2,105,店舗兼住宅,17.4,6,business,rate
139.78535,35.76760,西新井・1400,4.1,296,店舗、事務所兼住宅,17.0,6,business,rate
139.81416,35.76373,五反野・240,5.1,128,店舗兼共同住宅,26.1,6,business,rate
139.82457,35.76392,綾瀬・280,8.6,518,店舗兼共同住宅,73.4,7,business,rate
139.80441,35.77277,梅島・800,4.3,190,店舗兼共同住宅,18.3,6,business,rate
139.79759,35.79339,竹ノ塚・700,6.2,132,店舗兼住宅,38.1,6,business,rate
139.76483,35.78152,西新井大師西・680,5.0,172,店舗兼共同住宅,24.8,6,business,rate
139.80054,35.74498,北千住・270,7.0,138,住宅、事務所兼車庫,48.6,6,business,rate
139.81647,35.79040,六町・1000,4.5,651,店舗兼作業所,20.7,6,business,rate
139.77071,35.80725,舎人（近接）,5.1,927,店舗,26.4,6,business,rate
139.78647,35.75536,北千住・1600,5.3,337,店舗兼共同住宅,28.0,6,business,rate
139.80701,35.74334,京成関屋・830,2.9,760,工場,8.7,5,,rate
139.87546,35.76681,金町・720,2.3,160,住宅,5.2,5,residence,rate
139.86588,35.72826,新小岩・1600,2.1,105,住宅,4.5,5,residence,rate
139.87524,35.75357,新柴又・320,2.5,99,住宅,6.4,5,residence,rate
139.86586,35.79314,金町・3100,1.7,170,住宅,2.9,5,residence,rate
139.87215,35.74225,京成小岩・1200,2.1,132,住宅,4.3,5,residence,rate
139.86517,35.74789,京成高砂・500,1.3,171,住宅,1.7,5,residence,rate
139.84857,35.78972,亀有・3700,1.3,100,住宅,1.6,5,residence,rate
139.88118,35.75573,新柴又・300,2.7,140,住宅,7.6,5,residence,rate
139.85603,35.74325,青砥・350,2.9,160,共同住宅,8.7,5,residence,rate
139.87357,35.77245,金町・600,2.5,112,住宅,6.5,5,residence,rate
139.85588,35.73959,京成立石・600,2.8,82,住宅,7.6,5,residence,rate
139.85120,35.74407,青砥・600,2.6,91,住宅,6.7,5,residence,rate
139.84094,35.76514,亀有・850,3.4,149,共同住宅,11.7,5,residence,rate
139.86267,35.78094,金町・1800,1.8,148,住宅,3.3,5,residence,rate
139.83374,35.76122,綾瀬・600,3.5,105,住宅,12.5,5,residence,rate
139.87065,35.77984,金町・1200,1.2,123,住宅,1.4,5,residence,rate
139.85277,35.72053,新小岩・790,4.8,89,住宅,22.7,6,residence,rate
139.82430,35.75178,堀切菖蒲園・600,3.1,156,住宅兼共同住宅,9.9,5,residence,rate
139.85782,35.73485,京成立石・1200,2.5,102,住宅,6.4,5,residence,rate
139.86925,35.75839,柴又・800,1.6,110,住宅,2.6,5,residence,rate
139.84683,35.73721,京成立石・60,5.3,151,店舗,27.9,6,business,rate
139.86218,35.71598,新小岩・190,7.3,117,店舗兼住宅,53.3,7,business,rate
139.87965,35.75929,柴又・170,3.5,66,店舗兼住宅,12.4,5,business,rate
139.85031,35.76519,亀有・230,7.1,165,店舗兼共同住宅,51.0,7,business,rate
139.86908,35.77076,金町・250,5.3,92,店舗兼住宅,28.2,6,business,rate
139.84714,35.76764,亀有・240,7.0,205,店舗,48.7,6,business,rate
139.85553,35.74494,青砥・180,5.7,267,店舗兼共同住宅,32.6,6,business,rate
139.83914,35.74890,お花茶屋・170,3.4,71,店舗兼住宅,11.3,5,business,rate
139.84441,35.72973,京成立石・1200,2.4,528,工場、事務所兼住宅,5.6,5,,rate
139.88538,35.74419,京成小岩・530,3.0,161,住宅,8.8,5,residence,rate
139.88983,35.72737,小岩・850,3.0,131,住宅,9.3,5,residence,rate
139.87871,35.72953,小岩・660,4.5,100,住宅,20.3,6,residence,rate
139.85138,35.70405,平井・850,4.4,105,住宅,19.2,6,residence,rate
139.86412,35.67757,船堀・1000,5.0,148,住宅,24.5,6,residence,rate
139.87526,35.68136,一之江・980,3.9,97,住宅,15.2,5,residence,rate
139.87650,35.71494,新小岩・1700,2.6,70,住宅,6.6,5,residence,rate
139.87924,35.70489,一之江・2400,3.1,132,住宅,9.5,5,residence,rate
139.85641,35.66684,西葛西・400,6.2,89,共同住宅,38.2,6,residence,rate
139.86502,35.70457,新小岩・1600,3.1,148,共同住宅,9.6,5,residence,rate
139.84166,35.70350,平井・400,3.8,191,住宅,14.4,5,residence,rate
139.87996,35.67976,瑞江・410,4.5,89,住宅,20.4,6,residence,rate
139.86542,35.66222,西葛西・800,7.5,151,住宅,55.9,7,residence,rate
139.86861,35.69469,船堀・1400,2.7,142,住宅,7.4,5,residence,rate
139.89127,35.70390,篠崎・1400,3.3,167,住宅,11.0,5,residence,rate
139.87456,35.72588,小岩・1200,2.5,53,住宅,6.2,5,residence,rate
139.88997,35.68821,一之江・780,4.7,51,住宅,22.0,6,residence,rate
139.90610,35.68675,瑞江・1100,3.2,111,住宅,10.6,5,residence,rate
139.87593,35.68689,一之江・900,5.9,72,住宅,34.8,6,residence,rate
139.86546,35.69650,船堀・1700,2.9,99,住宅,8.5,5,residence,rate
139.86957,35.67767,船堀・920,5.9,92,住宅,35.2,6,residence,rate
139.88951,35.73491,小岩・510,3.1,78,住宅,9.7,5,residence,rate
139.89102,35.70808,篠崎・1800,2.8,165,住宅,8.0,5,residence,rate
139.90620,35.69482,瑞江・1200,4.4,117,住宅,19.4,6,residence,rate
139.86612,35.67197,西葛西・1300,7.3,112,住宅,52.7,7,residence,rate
139.87389,35.65395,葛西・1200,7.0,99,住宅,49.3,7,residence,rate
139.83772,35.71492,平井・1100,4.8,122,作業所兼住宅,22.8,6,residence,rate
139.87027,35.69228,船堀・1000,4.2,145,事務所兼共同住宅,17.7,6,residence,rate
139.88538,35.74419,京成小岩・80,4.0,95,店舗兼共同住宅,16.0,6,business,rate
139.89833,35.69302,瑞江・90,6.0,238,店舗,35.7,6,business,rate
139.86052,35.66413,西葛西（接面）,7.5,118,店舗、事務所兼診療所,56.5,7,business,rate
139.88638,35.72578,小岩・900,3.4,101,店舗兼住宅,11.9,5,business,rate
139.86945,35.70663,新小岩・1600,6.8,233,診療所店舗,46.7,6,business,rate
139.84729,35.70725,平井・190,7.7,186,店舗兼事務所,59.2,7,business,rate
139.87819,35.73258,小岩・270,6.9,297,事務所,47.7,6,business,rate
139.87328,35.70638,新小岩・2100,3.1,69,店舗兼共同住宅,9.4,5,business,rate
139.91028,35.69965,篠崎・1300,2.9,76,店舗兼住宅,8.4,5,business,rate
139.87279,35.66430,葛西・100,6.4,323,事務所,40.8,6,business,rate
139.86554,35.66934,西葛西・960,5.0,1115,店舗、作業所兼車庫,25.2,6,business,rate
139.38240,35.62999,京王堀之内・2500,0.0,132,住宅,0.0,4,residence,rate
139.36075,35.67996,小宮・1300,0.0,326,店舗兼共同住宅,0.0,4,residence,rate
139.34673,35.66875,京王八王子・1800,0.0,132,住宅,0.0,4,residence,rate
139.34969,35.66560,京王八王子・1300,0.6,181,住宅,0.4,5,residence,rate
139.35219,35.68433,小宮・2000,0.0,132,住宅,0.0,4,residence,rate
139.33736,35.64941,八王子・480,1.2,109,住宅,1.4,5,residence,rate
139.35999,35.67513,北八王子・920,0.0,150,住宅,0.0,4,residence,rate
139.31879,35.64620,山田・400,0.7,118,住宅,0.5,5,residence,rate
139.34673,35.64772,八王子・1100,0.6,153,住宅,0.4,5,residence,rate
139.33736,35.64941,京王片倉・500,0.5,173,住宅,0.2,5,residence,rate
139.34094,35.63750,片倉・400,0.0,202,住宅,0.0,4,residence,rate
139.33507,35.64219,京王片倉・540,0.0,110,住宅,0.0,4,residence,rate
139.34836,35.63963,北野・1200,0.0,161,住宅,0.0,4,residence,rate
139.30710,35.65099,西八王子・1100,0.0,207,住宅,0.0,4,residence,rate
139.31566,35.65387,西八王子・700,0.7,175,住宅,0.5,5,residence,rate
139.32153,35.65131,西八王子・900,0.5,165,住宅,0.3,5,residence,rate
139.31548,35.67040,西八王子・1800,0.0,126,住宅,0.0,4,residence,rate
139.38445,35.61209,南大沢・800,1.2,233,店舗兼共同住宅,1.4,5,residence,rate
139.38400,35.61859,南大沢・840,0.0,210,住宅,0.0,4,residence,rate
139.35637,35.61122,多摩境・2300,0.0,133,住宅,0.0,4,residence,rate
139.28993,35.68950,八王子・6500,0.0,133,住宅,0.0,4,residence,rate
139.29739,35.67226,八王子・4800,-1.6,120,住宅,2.4,1,residence,rate
139.38148,35.62492,南大沢・2000,0.0,155,住宅,0.0,4,residence,rate
139.28714,35.63713,高尾・800,0.7,153,住宅,0.5,5,residence,rate
139.27896,35.68148,八王子・6500,0.0,105,住宅,0.0,4,residence,rate
139.32243,35.62269,八王子みなみ野・1700,0.0,188,住宅,0.0,4,residence,rate
139.40628,35.63702,大塚・帝京大学・640,0.8,160,住宅,0.7,5,residence,rate
139.28400,35.65370,高尾・2000,0.0,218,住宅,0.0,4,residence,rate
139.30954,35.67697,八王子・4300,0.0,102,住宅,0.0,4,residence,rate
139.26262,35.67181,高尾・4500,0.0,244,住宅,0.0,4,residence,rate
139.26988,35.65782,高尾・2400,0.0,165,住宅,0.0,4,residence,rate
139.28304,35.65892,高尾・2400,0.0,132,住宅,0.0,4,residence,rate
139.29617,35.67027,八王子・4500,0.0,167,住宅,0.0,4,residence,rate
139.30026,35.67448,八王子・5000,0.0,116,住宅,0.0,4,residence,rate
139.29123,35.69044,八王子・6800,0.0,214,住宅,0.0,4,residence,rate
139.36555,35.68963,小宮・700,0.0,228,住宅,0.0,4,residence,rate
139.34238,35.66696,八王子・1800,0.0,191,住宅,0.0,4,residence,rate
139.40126,35.62962,京王堀之内・850,0.7,195,住宅,0.4,5,residence,rate
139.41557,35.64255,中央大学・明星大学・1300,0.0,202,住宅,0.0,4,residence,rate
139.32278,35.64592,山田・300,0.0,142,住宅,0.0,4,residence,rate
139.28789,35.67059,八王子・5500,0.0,132,住宅,0.0,4,residence,rate
139.31116,35.63793,めじろ台・850,0.0,142,住宅,0.0,4,residence,rate
139.31329,35.63131,めじろ台・1700,0.0,230,住宅,0.0,4,residence,rate
139.36888,35.62319,南大沢・2000,0.0,165,住宅,0.0,4,residence,rate
139.34319,35.65234,八王子・350,1.4,144,住宅兼事務所,2.1,5,residence,rate
139.31107,35.64149,めじろ台・500,0.0,219,住宅,0.0,4,residence,rate
139.35561,35.66548,京王八王子・1500,1.3,174,住宅,1.6,5,residence,rate
139.29749,35.65030,西八王子・1500,0.0,113,住宅,0.0,4,residence,rate
139.29468,35.67477,八王子・5100,0.0,165,住宅,0.0,4,residence,rate
139.39247,35.62908,京王堀之内・1100,0.6,124,住宅,0.4,5,residence,rate
139.28177,35.64487,高尾・340,0.7,132,住宅,0.4,5,residence,rate
139.28465,35.64027,高尾・350,4.1,196,住宅,16.7,6,residence,rate
139.31113,35.65289,西八王子・520,1.0,353,事務所兼共同住宅,1.1,5,residence,rate
139.30113,35.68851,八王子・5800,0.0,188,住宅,0.0,4,residence,rate
139.26704,35.68193,高尾・6100,0.0,175,住宅,0.0,4,residence,rate
139.30495,35.68401,八王子・5200,-1.0,202,住宅,0.9,1,residence,rate
139.29158,35.65125,高尾・1800,0.0,190,住宅,0.0,4,residence,rate
139.29698,35.62585,めじろ台・2500,0.0,160,住宅,0.0,4,residence,rate
139.37701,35.60521,南大沢・1400,0.7,192,住宅,0.5,5,residence,rate
139.41698,35.63419,大塚・帝京大学・360,0.8,225,住宅,0.6,5,residence,rate
139.31638,35.67973,八王子・4500,0.0,150,住宅,0.0,4,residence,rate
139.35657,35.65540,京王八王子・1900,0.8,93,住宅,0.7,5,residence,rate
139.33000,35.65259,八王子・1200,0.5,198,住宅,0.3,5,residence,rate
139.33426,35.64748,京王片倉・600,0.0,166,住宅,0.0,4,residence,rate
139.30922,35.65789,西八王子・500,1.0,100,住宅,1.1,5,residence,rate
139.30084,35.67036,八王子・4400,0.0,244,住宅,0.0,4,residence,rate
139.35597,35.64868,北野・620,0.0,194,住宅,0.0,4,residence,rate
139.26358,35.70375,八王子・10000,0.0,144,住宅,0.0,4,residence,rate
139.27095,35.67458,高尾・4800,0.0,150,住宅,0.0,4,residence,rate
139.31786,35.71510,東秋留・1500,0.0,208,住宅,0.0,4,residence,rate
139.23273,35.67277,高尾・7700,-0.8,162,住宅,0.7,1,residence,rate
139.38347,35.63002,北野・2600,0.0,236,住宅,0.0,4,residence,rate
139.29532,35.65462,西八王子・2300,0.0,2919,畑,0.0,4,,rate
139.36214,35.62722,北野・2700,0.0,677,畑,0.0,4,,rate
139.34351,35.65612,京王八王子・70,2.6,384,店舗兼事務所,6.7,5,business,rate
139.40099,35.62595,京王堀之内・200,0.8,241,店舗兼共同住宅,0.7,5,business,rate
139.33672,35.65387,八王子・160,1.2,125,店舗兼事務所,1.5,5,business,rate
139.33209,35.65531,八王子・600,1.2,314,店舗兼住宅,1.4,5,business,rate
139.33325,35.66515,八王子・1200,0.0,389,店舗兼共同住宅,0.0,4,business,rate
139.30952,35.66008,西八王子・280,0.6,155,店舗兼事務所,0.4,5,business,rate
139.28082,35.64238,高尾（近接）,1.5,95,店舗兼事務所,2.4,5,business,rate
139.35532,35.64458,北野（接面）,0.5,319,店舗兼事務所,0.3,5,business,rate
139.30614,35.64325,めじろ台・130,0.0,925,建築中,0.0,4,business,rate
139.30708,35.66349,西八王子・1200,0.0,119,店舗兼共同住宅,0.0,4,business,rate
139.33467,35.65862,八王子・400,0.7,346,店舗兼共同住宅,0.5,5,business,rate
139.30322,35.65321,西八王子・1000,0.6,168,店舗兼共同住宅,0.3,5,business,rate
139.39966,35.62816,京王堀之内・550,1.0,225,店舗兼共同住宅,1.0,5,business,rate
139.35561,35.66548,京王八王子・1900,0.6,155,事務所兼共同住宅,0.4,5,business,rate
139.36807,35.67044,北八王子・500,1.3,476,工場,1.6,5,,rate
139.42126,35.69135,西国立・350,3.4,171,事務所兼住宅,11.2,5,residence,rate
139.39676,35.70079,西立川・550,2.6,106,住宅,6.6,5,residence,rate
139.42418,35.70290,立川・1300,1.1,132,住宅,1.1,5,residence,rate
139.41708,35.70848,立川・1000,3.0,164,住宅,9.0,5,residence,rate
139.43091,35.71991,泉体育館・1200,1.8,155,住宅,3.2,5,residence,rate
139.42090,35.72638,砂川七番・450,2.6,105,住宅,6.9,5,residence,rate
139.40131,35.68898,柴崎体育館・800,1.6,112,住宅,2.6,5,residence,rate
139.42087,35.69918,立川・600,4.3,152,住宅,18.2,6,residence,rate
139.41550,35.72024,泉体育館・540,2.6,110,住宅,6.6,5,residence,rate
139.40611,35.72906,玉川上水・1400,1.7,91,住宅,3.0,5,residence,rate
139.38882,35.72485,武蔵砂川・850,2.5,130,住宅,6.2,5,residence,rate
139.35976,35.72744,西武立川・1100,3.4,153,住宅,11.4,5,residence,rate
139.37863,35.72993,西武立川・1100,0.6,202,住宅,0.4,5,residence,rate
139.41309,35.68762,立川・1400,2.8,114,住宅,7.7,5,residence,rate
139.42763,35.71824,泉体育館・850,2.6,181,住宅,6.7,5,residence,rate
139.40869,35.69494,立川・250,4.0,244,店舗、共同住宅兼住宅,15.7,5,business,rate
139.41541,35.69360,立川・250,5.4,270,事務所,29.5,6,business,rate
139.42009,35.69559,立川・850,4.7,353,店舗兼事務所,21.6,6,business,rate
139.41565,35.70054,立川・450,5.0,295,店舗、事務所兼共同住宅,25.0,6,business,rate
139.42084,35.70583,立川・1100,4.4,181,店舗、事務所兼共同住宅,19.8,6,business,rate
139.41565,35.70054,立川・160,4.0,245,店舗,16.3,6,business,rate
139.54655,35.70750,武蔵境・700,3.4,149,住宅,11.9,5,residence,rate
139.54626,35.71412,武蔵境・1300,3.8,117,住宅,14.6,5,residence,rate
139.58801,35.69731,吉祥寺・1300,3.1,291,住宅,9.9,5,residence,rate
139.53911,35.69658,武蔵境・1100,3.3,228,住宅,11.0,5,residence,rate
139.55238,35.71717,三鷹・2100,3.5,148,住宅,12.5,5,residence,rate
139.57350,35.71442,吉祥寺・2000,3.8,119,住宅,14.1,5,residence,rate
139.57236,35.70759,吉祥寺・1000,3.1,151,住宅,9.6,5,residence,rate
139.59335,35.70566,西荻窪・800,3.0,165,住宅,9.0,5,residence,rate
139.58801,35.69731,吉祥寺・900,3.0,212,事務所兼共同住宅,8.8,5,business,rate
139.58099,35.70522,吉祥寺・90,7.5,198,店舗,55.8,7,business,rate
139.57661,35.70579,吉祥寺・400,7.6,204,店舗,58.2,7,business,rate
139.56224,35.70428,三鷹・300,6.7,324,診療所兼事務所,44.4,6,business,rate
139.55287,35.71355,三鷹・2200,3.6,253,店舗兼共同住宅,12.8,5,business,rate
139.54120,35.70443,武蔵境・280,6.3,141,店舗、事務所兼共同住宅,39.1,6,business,rate
139.58076,35.70057,吉祥寺・100,7.6,105,店舗、事務所兼住宅,57.4,7,business,rate
139.57768,35.69774,吉祥寺・810,2.9,193,住宅,8.5,5,residence,rate
139.56667,35.68941,三鷹・1600,2.8,146,住宅,7.7,5,residence,rate
139.58244,35.68546,三鷹台・800,2.8,164,住宅,7.9,5,residence,rate
139.55313,35.68279,三鷹・2500,1.5,121,共同住宅,2.4,5,residence,rate
139.56953,35.67461,仙川・2400,2.2,90,住宅,4.8,5,residence,rate
139.57281,35.66768,仙川・1500,2.3,110,住宅,5.4,5,residence,rate
139.52846,35.67728,多磨・1500,1.3,92,住宅,1.6,5,residence,rate
139.54292,35.69422,武蔵境・1100,2.8,132,住宅,7.8,5,residence,rate
139.56224,35.69490,三鷹・1000,3.2,175,住宅,10.0,5,residence,rate
139.55301,35.69176,三鷹・1800,2.8,124,住宅,8.0,5,residence,rate
139.57497,35.69284,井の頭公園・1500,2.8,110,住宅,7.7,5,residence,rate
139.54022,35.68774,武蔵境・1500,2.8,100,住宅,7.9,5,residence,rate
139.56252,35.69911,三鷹・450,4.2,404,店舗兼共同住宅,18.0,6,business,rate
139.56224,35.69490,三鷹・750,4.0,125,店舗兼共同住宅,15.7,5,business,rate
139.56252,35.69911,三鷹・150,5.5,224,店舗,29.8,6,business,rate
139.28986,35.77680,河辺・1300,-0.8,100,住宅,0.6,2,residence,rate
139.22104,35.78759,日向和田・900,-0.6,120,住宅,0.4,2,residence,rate
139.23978,35.78067,青梅・2300,-1.9,136,住宅,3.5,0,residence,rate
139.24757,35.78617,青梅・1300,-2.0,164,住宅,4.1,0,residence,rate
139.26373,35.78843,青梅・620,-1.6,100,住宅,2.5,1,residence,rate
139.27997,35.79691,東青梅・1200,-1.9,153,住宅,3.7,0,residence,rate
139.27490,35.78011,東青梅・1500,-0.9,117,住宅,0.9,1,residence,rate
139.31155,35.79954,小作・3000,-1.0,120,住宅,1.1,1,residence,rate
139.29985,35.78184,小作・850,0.0,112,住宅,0.0,4,residence,rate
139.30176,35.78894,小作・1400,0.0,170,住宅,0.0,4,residence,rate
139.30019,35.80958,河辺・3500,-1.2,188,住宅,1.3,1,residence,rate
139.28284,35.78957,河辺・800,0.0,121,住宅,0.0,4,residence,rate
139.25969,35.81795,東青梅・3400,-2.1,209,住宅,4.3,0,residence,rate
139.16205,35.79835,御嶽・1800,-1.9,207,住宅,3.7,0,residence,rate
139.24216,35.81873,東青梅・4600,-1.7,171,住宅,3.0,1,residence,rate
139.31274,35.80532,小作・3700,-0.8,220,住宅,0.6,2,residence,rate
139.25711,35.78989,青梅・220,0.0,565,店舗,0.0,4,business,rate
139.28752,35.78819,河辺・500,0.0,536,事務所,0.0,4,business,rate
139.28430,35.78357,河辺・140,0.0,157,店舗兼住宅,0.0,4,business,rate
139.30278,35.78598,小作・1000,0.0,206,店舗兼住宅,0.0,4,business,rate
139.31284,35.77883,小作・1300,4.5,3305,工場、倉庫兼事務所等,20.4,6,,rate
139.31238,35.79604,小作・2900,7.0,1769,工場兼事務所,48.5,6,,rate
139.51634,35.66606,武蔵野台・730,1.1,164,共同住宅,1.1,5,residence,rate
139.48795,35.65865,是政・530,0.4,124,住宅,0.2,5,residence,rate
139.51947,35.67884,多磨・350,1.5,100,住宅,2.3,5,residence,rate
139.49550,35.66601,東府中・450,1.3,134,住宅,1.6,5,residence,rate
139.46858,35.65767,中河原・1200,1.3,123,住宅,1.6,5,residence,rate
139.52055,35.65155,飛田給・1500,0.0,210,住宅,0.0,4,residence,rate
139.47398,35.66776,府中本町・400,1.2,109,住宅,1.5,5,residence,rate
139.48618,35.68606,国分寺・2200,0.4,224,住宅,0.2,5,residence,rate
139.46280,35.66881,分倍河原・750,1.8,148,住宅,3.1,5,residence,rate
139.44350,35.66224,中河原・1700,0.4,133,住宅,0.2,5,residence,rate
139.45370,35.68150,谷保・860,2.9,119,住宅,8.6,5,residence,rate
139.46594,35.67681,分倍河原・1200,1.0,165,住宅,1.0,5,residence,rate
139.48172,35.68078,府中・1200,0.9,156,住宅,0.9,5,residence,rate
139.49364,35.68406,府中・2100,0.8,165,住宅,0.6,5,residence,rate
139.50276,35.67284,東府中・950,0.7,186,住宅,0.5,5,residence,rate
139.48779,35.67245,府中・900,0.7,115,住宅,0.5,5,residence,rate
139.46275,35.69874,西国分寺・390,1.3,172,住宅,1.6,5,residence,rate
139.46405,35.66045,中河原・750,0.7,188,住宅,0.6,5,residence,rate
139.46666,35.68711,北府中・1000,0.8,224,作業所兼住宅,0.6,5,residence,rate
139.47833,35.66979,府中・430,3.7,135,店舗、事務所兼住宅,13.8,5,business,rate
139.49835,35.67065,東府中・350,3.8,443,店舗兼共同住宅,14.5,5,business,rate
139.49927,35.67612,東府中・1200,2.0,206,保育所兼事務所,3.9,5,business,rate
139.47455,35.66971,府中・760,3.8,156,店舗兼共同住宅,14.2,5,business,rate
139.46857,35.67274,分倍河原・650,2.6,165,事務所兼共同住宅,6.6,5,business,rate
139.45538,35.68859,国立・1700,0.0,184,事務所兼共同住宅,0.0,4,business,rate
139.48192,35.67077,府中・260,3.9,135,店舗、事務所兼共同住宅,15.6,5,business,rate
139.36407,35.70195,昭島・1400,0.6,194,住宅,0.4,5,residence,rate
139.37730,35.70395,東中神・900,1.0,130,住宅,1.0,5,residence,rate
139.35999,35.70049,昭島・1600,0.0,125,住宅,0.0,4,residence,rate
139.34207,35.70081,昭島・1900,0.0,96,住宅,0.0,4,residence,rate
139.38036,35.70836,中神・560,1.3,110,住宅,1.6,5,residence,rate
139.34340,35.71282,拝島・1200,1.2,165,住宅,1.5,5,residence,rate
139.37276,35.69920,中神・1300,0.6,115,住宅,0.4,5,residence,rate
139.36389,35.70988,昭島・550,1.3,192,住宅,1.8,5,residence,rate
139.37822,35.69407,東中神・1700,0.0,115,住宅,0.0,4,residence,rate
139.34389,35.71890,拝島・100,0.8,150,事務所,0.6,5,business,rate
139.37395,35.70673,中神・300,1.6,206,店舗兼住宅,2.5,5,business,rate
139.36000,35.71185,昭島（接面）,2.7,196,店舗兼共同住宅,7.2,5,business,rate
139.37691,35.71783,中神・1300,1.4,575,作業所兼事務所,1.9,5,,rate
139.54582,35.65933,調布・1000,2.2,165,住宅,4.7,5,residence,rate
139.57272,35.66115,つつじヶ丘・490,1.9,209,住宅,3.7,5,residence,rate
139.58372,35.64952,仙川・1700,1.0,200,住宅,1.0,5,residence,rate
139.57332,35.65595,つつじヶ丘・300,1.3,120,住宅,1.7,5,residence,rate
139.56685,35.66351,つつじヶ丘・1100,1.1,164,住宅,1.2,5,residence,rate
139.55569,35.66839,つつじヶ丘・2400,0.8,110,住宅,0.6,5,residence,rate
139.54848,35.67824,調布・3300,0.9,208,住宅,0.7,5,residence,rate
139.55727,35.67610,調布・3800,0.8,161,住宅,0.7,5,residence,rate
139.54659,35.65603,調布・600,2.2,119,住宅,4.9,5,residence,rate
139.56479,35.65151,柴崎・500,1.1,166,住宅,1.3,5,residence,rate
139.53845,35.64951,調布・820,1.4,123,住宅,2.1,5,residence,rate
139.55219,35.64771,布田・350,1.1,208,住宅,1.3,5,residence,rate
139.57965,35.65650,つつじヶ丘・540,1.4,228,住宅,2.0,5,residence,rate
139.53305,35.66220,西調布・660,1.5,133,住宅,2.2,5,residence,rate
139.53123,35.65197,西調布・750,1.7,115,住宅,3.0,5,residence,rate
139.56285,35.65890,柴崎・800,1.7,287,作業所兼共同住宅,2.8,5,residence,rate
139.57411,35.65781,つつじヶ丘・120,2.2,83,店舗兼住宅,4.8,5,business,rate
139.52306,35.66147,飛田給・130,2.6,200,共同住宅兼店舗,6.7,5,business,rate
139.54358,35.64954,調布・300,5.7,234,店舗、事務所兼共同住宅等,32.7,6,business,rate
